Device Type, Ticks, Data0, Data1
2, 11038, 15, 2326
0, 11055, 515, 0
4, 11055, 3, 841
1, 11061, 24, 42
2, 11063, 5, 1790
0, 11086, 488, 0
4, 11086, 4, 839
1, 11092, 23, 40
2, 11092, 2, 1916
0, 11117, 461, 0
4, 11117, 4, 835
2, 11118, 0, 2939
1, 11123, 21, 35
2, 11143, 0, 2542
0, 11148, 430, 0
4, 11148, 4, 838
1, 11153, 21, 30
2, 11168, 0, 3041
0, 11179, 398, 0
4, 11179, 4, 831
1, 11184, 18, 33
2, 11193, 0, 1558
0, 11210, 383, 0
4, 11210, 4, 836
1, 11215, 20, 30
2, 11218, 0, 1084
0, 11241, 356, 0
4, 11241, 3, 850
1, 11246, 16, 31
2, 11247, 0, 1634
1, 11274, 18, 27
0, 11277, 334, 0
4, 11277, 3, 848
2, 11277, 0, 1621
1, 11305, 20, 26
0, 11308, 304, 0
4, 11308, 3, 848
2, 11308, 19, 1810
1, 11336, 16, 26
0, 11338, 275, 0
4, 11338, 3, 854
2, 11339, 0, 2842
1, 11366, 18, 21
0, 11369, 248, 0
4, 11369, 3, 858
2, 11369, 0, 2230
1, 11397, 18, 24
0, 11399, 221, 0
4, 11399, 4, 864
2, 11400, 2, 2094
1, 11428, 19, 21
0, 11430, 196, 0
4, 11430, 4, 869
4, 11431, 4, 869
6, 11746, 0, 0
5, 11748, 0, 0
5, 11849, 0, 9
5, 11950, 0, 22
5, 12051, 0, 35
5, 12152, 0, 55
5, 12253, 0, 76
5, 12354, 0, 94
5, 12455, 0, 85
2, 12618, 1, 1882
1, 12623, 81, 80
2, 12643, 4, 1542
1, 12655, 80, 80
2, 12668, 16, 2188
1, 12685, 84, 80
2, 12693, 0, 2103
1, 12716, 79, 81
2, 12718, 2, 1623
1, 12747, 86, 78
2, 12747, 13, 1802
2, 12772, 0, 2975
1, 12777, 87, 82
2, 12797, 0, 1422
1, 12808, 85, 84
2, 12822, 0, 1947
1, 12839, 86, 84
2, 12847, 13, 1222
1, 12870, 87, 87
2, 12872, 0, 963
1, 12900, 87, 84
2, 12901, 0, 1810
2, 12925, 26, 2391
1, 12931, 89, 86
2, 12950, 4, 1833
1, 12962, 88, 88
2, 12975, 12, 2820
1, 12992, 85, 90
2, 13000, 10, 2612
1, 13023, 85, 86
2, 13025, 11, 1982
1, 13054, 83, 89
2, 13054, 0, 2293
2, 13079, 0, 2240
1, 13085, 87, 88
2, 13104, 0, 2257
1, 13115, 86, 87
2, 13129, 0, 1966
1, 13146, 85, 89
2, 13154, 0, 2919
1, 13177, 81, 87
2, 13179, 11, 2861
1, 13207, 85, 91
2, 13208, 1, 2129
2, 13233, 21, 1789
1, 13238, 84, 89
2, 13258, 3, 2316
1, 13269, 86, 91
2, 13283, 7, 1049
1, 13300, 84, 87
2, 13308, 13, 2042
1, 13330, 87, 89
2, 13333, 2, 2083
1, 13361, 86, 87
2, 13361, 0, 1922
2, 13386, 0, 2433
1, 13392, 84, 88
2, 13411, 0, 2024
1, 13423, 83, 88
2, 13436, 0, 2869
1, 13453, 84, 88
2, 13461, 0, 1547
1, 13484, 82, 85
2, 13486, 32, 1760
1, 13515, 84, 87
2, 13515, 0, 2078
2, 13540, 22, 2165
1, 13545, 81, 84
2, 13565, 23, 1996
1, 13576, 82, 87
2, 13590, 1, 2452
1, 13607, 82, 85
2, 13615, 0, 1838
1, 13638, 81, 81
2, 13640, 0, 2051
1, 13668, 85, 84
2, 13669, 0, 1820
2, 13694, 0, 1137
1, 13699, 86, 86
0, 13702, 675, 0
4, 13702, 1, 803
0, 13716, 633, 0
4, 13716, 1, 805
2, 13719, 0, 658
1, 13730, 82, 85
2, 13744, 0, 2303
0, 13747, 613, 0
4, 13747, 0, 807
1, 13761, 86, 85
2, 13769, 0, 3923
0, 13778, 573, 0
4, 13778, 0, 809
1, 13791, 87, 88
2, 13794, 5, 3059
0, 13809, 541, 0
4, 13809, 0, 816
1, 13822, 82, 85
2, 13822, 2, 2605
0, 13840, 511, 0
4, 13840, 0, 818
2, 13847, 6, 2008
1, 13853, 82, 89
0, 13871, 485, 0
4, 13871, 0, 821
2, 13872, 0, 2132
1, 13883, 86, 89
2, 13897, 23, 136
0, 13902, 449, 0
4, 13902, 0, 824
1, 13914, 86, 87
2, 13922, 0, 2121
0, 13933, 422, 0
4, 13933, 0, 828
1, 13945, 86, 87
2, 13947, 0, 2070
0, 13964, 402, 0
4, 13964, 0, 827
1, 13976, 89, 89
2, 13976, 0, 2215
0, 13995, 361, 0
4, 13995, 0, 829
2, 14001, 0, 1529
1, 14006, 89, 93
0, 14026, 325, 0
4, 14026, 0, 836
2, 14026, 0, 1806
1, 14037, 88, 89
2, 14051, 7, 3140
0, 14057, 301, 0
4, 14057, 0, 826
1, 14068, 85, 90
2, 14076, 9, 3781
0, 14088, 263, 0
4, 14088, 0, 825
1, 14098, 85, 90
2, 14101, 30, 3149
0, 14119, 238, 0
4, 14119, 0, 822
1, 14129, 89, 89
2, 14129, 13, 2391
0, 14150, 206, 0
4, 14150, 0, 818
2, 14154, 10, 1974
1, 14160, 87, 90
0, 14180, 177, 0
4, 14180, 1, 822
4, 14181, 1, 822
6, 14529, 0, 0
5, 14530, 0, 0
5, 14631, 0, 6
5, 14732, 0, 23
5, 14833, 0, 45
5, 14934, 0, 70
5, 15035, 0, 90
5, 15136, 0, 86
5, 15237, 0, 88
2, 15400, 10, 1809
1, 15405, 84, 86
1, 15420, 87, 85
2, 15425, 0, 2213
1, 15451, 81, 85
2, 15451, 2, 2463
2, 15476, 9, 2447
1, 15481, 77, 83
2, 15501, 0, 2268
1, 15512, 81, 85
2, 15526, 0, 1632
1, 15543, 77, 84
2, 15551, 0, 1920
1, 15574, 80, 82
2, 15576, 11, 2396
1, 15604, 78, 81
2, 15605, 0, 1385
2, 15629, 0, 1607
1, 15635, 80, 80
2, 15654, 5, 1743
1, 15666, 78, 80
2, 15679, 1, 2307
1, 15696, 77, 83
2, 15704, 9, 2219
1, 15727, 81, 84
2, 15729, 8, 2439
1, 15758, 82, 83
2, 15758, 18, 2070
2, 15783, 0, 2390
1, 15789, 79, 87
2, 15808, 5, 2551
1, 15819, 79, 86
2, 15833, 0, 2883
1, 15850, 80, 83
2, 15858, 0, 2098
1, 15881, 77, 83
2, 15883, 0, 2061
1, 15911, 78, 84
2, 15912, 0, 2820
2, 15937, 0, 3766
1, 15942, 77, 79
2, 15962, 0, 3519
1, 15973, 76, 83
2, 15987, 0, 3521
1, 16004, 77, 84
2, 16012, 0, 3796
1, 16034, 76, 83
2, 16037, 27, 4073
1, 16065, 73, 82
2, 16065, 31, 4147
2, 16090, 130, 2736
1, 16096, 66, 79
2, 16115, 187, 1286
1, 16126, 65, 75
2, 16140, 261, 2146
1, 16157, 67, 74
2, 16165, 337, 2653
0, 16181, 354, 0
4, 16181, 0, 775
4, 16181, 0, 775
2, 16217, 12, 0
1, 16222, 68, 66
0, 16225, 660, 0
4, 16225, 0, 766
2, 16242, 0, 3273
1, 16249, 68, 64
0, 16253, 719, 0
4, 16253, 5, 771
2, 16267, 3, 1708
1, 16280, 76, 63
0, 16284, 740, 0
4, 16284, 5, 768
2, 16292, 7, 1676
1, 16311, 76, 68
0, 16315, 754, 0
4, 16315, 5, 771
2, 16317, 7, 1790
1, 16342, 76, 68
2, 16342, 3, 1867
0, 16346, 731, 0
4, 16346, 5, 766
2, 16367, 0, 2139
1, 16372, 81, 76
0, 16377, 726, 0
4, 16377, 5, 771
2, 16392, 0, 2141
1, 16403, 77, 73
0, 16408, 690, 0
4, 16408, 5, 784
2, 16417, 0, 2137
1, 16434, 81, 75
0, 16439, 668, 0
4, 16439, 5, 792
2, 16442, 0, 2633
1, 16464, 84, 77
2, 16467, 0, 2493
0, 16470, 620, 0
4, 16470, 4, 820
1, 16495, 82, 80
2, 16495, 0, 1403
0, 16501, 598, 0
4, 16501, 4, 796
2, 16520, 13, 2969
1, 16526, 87, 102
0, 16532, 623, 0
4, 16532, 4, 743
2, 16545, 28, 4191
1, 16557, 88, 114
0, 16563, 644, 0
4, 16563, 4, 734
2, 16570, 39, 3426
1, 16587, 96, 130
0, 16594, 647, 0
4, 16594, 4, 773
2, 16595, 94, 0
1, 16618, 100, 133
2, 16620, 0, 0
0, 16625, 659, 0
4, 16625, 7, 800
1, 16649, 100, 130
2, 16649, 6, 630
0, 16656, 631, 0
4, 16656, 7, 803
2, 16674, 0, 3107
1, 16680, 104, 128
0, 16687, 631, 0
4, 16687, 6, 819
2, 16699, 2, 0
1, 16710, 99, 121
0, 16718, 632, 0
4, 16718, 6, 820
2, 16724, 37, 4492
1, 16741, 102, 112
0, 16749, 642, 0
4, 16749, 6, 805
2, 16749, 0, 2513
1, 16772, 106, 105
2, 16774, 67, 997
0, 16780, 650, 0
4, 16780, 7, 805
1, 16803, 107, 103
2, 16803, 0, 1814
0, 16811, 628, 0
4, 16811, 7, 809
2, 16828, 0, 3563
1, 16834, 100, 103
0, 16842, 637, 0
4, 16842, 7, 831
2, 16853, 0, 0
1, 16865, 100, 107
0, 16873, 617, 0
4, 16873, 6, 826
2, 16878, 155, 1666
1, 16895, 99, 104
0, 16904, 639, 0
4, 16904, 5, 810
2, 16904, 79, 2625
1, 16926, 99, 104
2, 16929, 49, 1358
0, 16935, 617, 0
4, 16935, 9, 794
1, 16957, 96, 105
2, 16957, 127, 1195
0, 16966, 635, 0
4, 16966, 10, 774
2, 16982, 117, 2834
1, 16988, 101, 102
0, 16997, 652, 0
4, 16997, 13, 768
2, 17007, 84, 2316
1, 17019, 97, 104
0, 17028, 662, 0
4, 17028, 16, 772
2, 17032, 68, 1853
1, 17050, 103, 101
0, 17058, 8191, 0
4, 17058, 18, 768
2, 17059, 76, 2407
1, 17080, 99, 105
2, 17084, 85, 2664
0, 17089, 8191, 0
4, 17089, 22, 751
1, 17111, 102, 103
2, 17112, 96, 2956
0, 17120, 8191, 0
4, 17120, 24, 735
2, 17136, 39, 2749
1, 17142, 103, 101
0, 17151, 8190, 0
4, 17151, 27, 729
2, 17161, 0, 2936
1, 17173, 106, 105
0, 17182, 8191, 0
4, 17182, 28, 746
2, 17186, 0, 1491
0, 17197, 8190, 0
4, 17197, 29, 757
1, 17204, 108, 106
2, 17211, 0, 4814
0, 17228, 8191, 0
4, 17228, 28, 781
1, 17234, 106, 106
2, 17236, 0, 1720
0, 17259, 528, 0
4, 17259, 24, 784
1, 17265, 110, 112
2, 17266, 0, 133
0, 17290, 503, 0
4, 17290, 18, 786
4, 17291, 18, 786
6, 18056, 0, 0
5, 18058, 0, 0
5, 18159, 0, 8
5, 18260, 0, 29
5, 18361, 0, 55
5, 18462, 0, 84
5, 18563, 0, 106
5, 18664, 0, 94
5, 18765, 0, 98
2, 18928, 6, 2469
1, 18933, 389, 326
2, 18953, 0, 1342
1, 18961, 397, 333
2, 18978, 5, 2026
1, 18992, 406, 365
2, 19003, 0, 2089
1, 19023, 402, 379
2, 19028, 0, 2410
1, 19054, 412, 392
2, 19054, 0, 3392
2, 19079, 0, 1066
1, 19085, 405, 399
2, 19104, 0, 2958
1, 19116, 396, 396
2, 19129, 0, 0
1, 19147, 406, 377
2, 19154, 37, 3924
1, 19178, 389, 396
2, 19179, 213, 3541
2, 19204, 71, 1797
1, 19209, 382, 394
2, 19229, 141, 3996
1, 19240, 384, 376
2, 19254, 142, 3786
1, 19271, 379, 334
2, 19279, 178, 0
1, 19302, 380, 303
2, 19304, 0, 2414
1, 19332, 375, 319
2, 19333, 0, 3682
2, 19358, 0, 141
1, 19363, 377, 335
2, 19383, 0, 114
1, 19394, 368, 354
2, 19408, 0, 3220
1, 19425, 372, 369
2, 19433, 0, 3186
1, 19456, 374, 377
2, 19458, 0, 3426
1, 19487, 376, 375
2, 19487, 35, 3464
2, 19512, 49, 1692
1, 19518, 371, 376
2, 19537, 89, 4571
1, 19549, 369, 367
2, 19562, 135, 0
1, 19580, 358, 351
2, 19587, 55, 0
1, 19611, 362, 326
2, 19612, 0, 3731
2, 19637, 51, 3405
1, 19642, 363, 299
2, 19662, 34, 0
1, 19673, 363, 297
2, 19687, 0, 2823
1, 19704, 361, 320
0, 19709, 1171, 0
4, 19709, 7, 807
2, 19712, 0, 1303
1, 19734, 345, 327
0, 19737, 1090, 0
4, 19737, 6, 792
2, 19737, 0, 2431
1, 19765, 348, 344
0, 19768, 1019, 0
4, 19768, 2, 796
2, 19768, 61, 3191
1, 19796, 352, 347
0, 19799, 986, 0
4, 19799, 0, 797
2, 19799, 0, 1438
1, 19827, 350, 346
0, 19830, 956, 0
4, 19830, 0, 795
2, 19830, 4, 2195
1, 19858, 345, 344
0, 19861, 955, 0
4, 19861, 0, 794
2, 19861, 13, 1565
1, 19889, 342, 336
0, 19892, 927, 0
4, 19892, 0, 798
2, 19892, 6, 1280
1, 19920, 352, 314
0, 19923, 940, 0
4, 19923, 0, 796
2, 19923, 9, 1457
1, 19951, 348, 295
0, 19954, 917, 0
4, 19954, 0, 792
2, 19954, 10, 1554
1, 19982, 347, 290
0, 19984, 886, 0
4, 19984, 0, 818
2, 19985, 2, 1781
1, 20013, 345, 294
0, 20015, 864, 0
4, 20015, 0, 830
2, 20016, 0, 3657
1, 20044, 354, 314
0, 20046, 788, 0
4, 20046, 0, 862
2, 20047, 0, 3575
1, 20075, 355, 329
0, 20077, 8190, 0
4, 20077, 0, 910
2, 20078, 0, 0
1, 20106, 362, 343
0, 20108, 185, 0
4, 20108, 0, 945
2, 20109, 0, 1499
1, 20136, 364, 345
0, 20139, 167, 0
4, 20139, 0, 968
2, 20140, 96, 2155
1, 20167, 369, 342
0, 20170, 202, 0
4, 20170, 0, 991
2, 20170, 191, 2407
1, 20198, 378, 340
0, 20201, 447, 0
4, 20201, 0, 1014
2, 20201, 288, 3053
1, 20229, 376, 319
0, 20232, 711, 0
4, 20232, 0, 1022
2, 20232, 0, 693
1, 20260, 382, 281
0, 20263, 684, 0
4, 20263, 0, 1026
2, 20263, 0, 937
1, 20291, 375, 288
0, 20294, 661, 0
4, 20294, 1, 1021
2, 20294, 37, 0
1, 20322, 381, 320
0, 20325, 632, 0
4, 20325, 0, 999
2, 20325, 84, 3694
1, 20353, 383, 359
0, 20356, 635, 0
4, 20356, 1, 976
2, 20356, 112, 0
1, 20384, 387, 374
0, 20387, 629, 0
4, 20387, 3, 933
2, 20387, 177, 3729
1, 20415, 398, 374
0, 20417, 8191, 0
4, 20417, 6, 889
2, 20418, 104, 2777
1, 20446, 389, 362
0, 20448, 8191, 0
4, 20448, 10, 856
2, 20449, 0, 3215
0, 20462, 8190, 0
4, 20462, 15, 856
1, 20477, 404, 369
2, 20477, 0, 3561
0, 20493, 8191, 0
4, 20493, 15, 829
2, 20502, 0, 0
1, 20508, 405, 354
0, 20524, 8191, 0
4, 20524, 14, 813
2, 20527, 0, 0
1, 20539, 406, 345
2, 20552, 0, 2677
0, 20555, 643, 0
4, 20555, 12, 814
1, 20569, 410, 332
2, 20577, 0, 0
0, 20586, 536, 0
4, 20586, 8, 818
1, 20600, 405, 308
2, 20602, 0, 1651
0, 20617, 497, 0
4, 20617, 5, 816
1, 20631, 404, 295
2, 20632, 0, 4155
0, 20648, 478, 0
4, 20648, 2, 812
4, 20649, 2, 812
6, 21380, 0, 0
5, 21381, 0, 0
5, 21482, 0, 9
5, 21583, 0, 32
5, 21684, 0, 57
5, 21785, 0, 80
5, 21886, 0, 95
5, 21987, 0, 89
5, 22088, 0, 91
2, 22251, 3, 2046
1, 22256, 419, 349
2, 22276, 0, 1935
1, 22287, 413, 340
2, 22301, 3, 2085
1, 22318, 420, 324
2, 22326, 0, 1913
1, 22349, 426, 299
2, 22351, 0, 2590
1, 22380, 416, 293
2, 22380, 0, 2410
2, 22405, 0, 3000
1, 22410, 432, 303
2, 22430, 0, 2900
1, 22441, 427, 323
2, 22455, 0, 3071
1, 22472, 428, 358
2, 22480, 0, 3227
1, 22503, 418, 384
2, 22505, 0, 435
1, 22534, 395, 407
2, 22534, 41, 2485
2, 22559, 129, 2589
1, 22565, 386, 404
2, 22584, 247, 0
1, 22595, 393, 403
2, 22609, 316, 3580
1, 22626, 387, 369
2, 22634, 256, 2332
1, 22657, 413, 313
2, 22659, 0, 1767
1, 22688, 429, 297
2, 22688, 0, 3312
2, 22713, 0, 2766
1, 22719, 370, 280
0, 22732, 910, 0
4, 22732, 3, 1026
2, 22738, 18, 2916
1, 22750, 404, 284
0, 22754, 941, 0
4, 22754, 2, 1022
2, 22763, 0, 2990
1, 22781, 391, 323
0, 22785, 920, 0
4, 22785, 1, 1029
2, 22788, 0, 1244
1, 22811, 401, 364
2, 22813, 0, 1443
0, 22816, 838, 0
4, 22816, 0, 1030
1, 22842, 415, 382
2, 22843, 0, 1809
0, 22847, 792, 0
4, 22847, 0, 1033
2, 22868, 16, 2484
1, 22873, 410, 389
0, 22878, 766, 0
4, 22878, 0, 1031
2, 22893, 12, 2204
1, 22904, 413, 389
0, 22909, 773, 0
4, 22909, 0, 1030
2, 22918, 6, 2197
1, 22935, 406, 382
0, 22940, 740, 0
4, 22940, 0, 1033
2, 22943, 15, 1801
1, 22966, 408, 378
2, 22968, 49, 1254
0, 22971, 746, 0
4, 22971, 0, 1031
1, 22997, 412, 349
2, 22997, 29, 2652
0, 23002, 748, 0
4, 23002, 0, 1034
2, 23022, 0, 2025
1, 23027, 416, 319
0, 23033, 734, 0
4, 23033, 0, 1032
2, 23047, 0, 2300
1, 23058, 409, 296
0, 23064, 696, 0
4, 23064, 0, 1043
2, 23072, 0, 1999
1, 23089, 403, 311
0, 23095, 682, 0
4, 23095, 0, 1036
2, 23097, 0, 1127
1, 23120, 410, 339
2, 23122, 0, 1731
0, 23126, 654, 0
4, 23126, 0, 1038
1, 23151, 419, 391
2, 23151, 45, 470
0, 23157, 631, 0
4, 23157, 0, 1036
2, 23176, 108, 2021
1, 23182, 423, 390
0, 23188, 617, 0
4, 23188, 0, 1029
2, 23201, 231, 3630
1, 23213, 418, 403
0, 23219, 580, 0
4, 23219, 0, 990
2, 23226, 274, 4008
0, 23234, 8190, 0
4, 23234, 5, 959
1, 23243, 425, 385
2, 23251, 210, 2951
0, 23265, 8190, 0
4, 23265, 11, 897
1, 23274, 417, 366
2, 23276, 98, 3174
0, 23296, 8191, 0
4, 23296, 17, 849
1, 23305, 357, 338
2, 23305, 6, 2968
0, 23327, 8190, 0
4, 23327, 21, 834
2, 23330, 0, 3161
1, 23336, 395, 311
0, 23342, 8190, 0
4, 23342, 23, 836
2, 23355, 0, 3369
1, 23367, 404, 272
0, 23373, 8191, 0
4, 23373, 22, 844
2, 23380, 0, 3248
1, 23398, 415, 289
0, 23404, 8191, 0
4, 23404, 19, 809
2, 23405, 0, 3234
0, 23418, 8190, 0
4, 23418, 17, 805
1, 23428, 411, 309
2, 23430, 0, 1410
0, 23449, 119, 0
4, 23449, 16, 807
4, 23450, 16, 807
6, 26712, 0, 0
5, 26713, 0, 0
5, 26814, 0, 10
5, 26915, 0, 33
5, 27016, 0, 58
5, 27117, 0, 81
5, 27218, 0, 94
5, 27319, 0, 87
5, 27420, 0, 91
2, 27583, 0, 1857
1, 27588, 346, 344
1, 27599, 336, 345
2, 27608, 0, 2240
1, 27630, 353, 336
2, 27633, 0, 1908
1, 27661, 349, 327
2, 27661, 14, 1693
2, 27686, 25, 2062
1, 27692, 351, 299
2, 27711, 7, 2583
1, 27723, 350, 290
2, 27736, 0, 2942
1, 27753, 352, 299
2, 27761, 0, 3401
1, 27784, 358, 305
2, 27786, 0, 0
1, 27815, 358, 327
2, 27815, 0, 3503
2, 27840, 94, 1294
1, 27846, 370, 342
2, 27865, 5, 1990
1, 27877, 372, 351
2, 27890, 0, 4087
1, 27908, 375, 359
2, 27915, 19, 2289
1, 27938, 371, 352
2, 27940, 54, 1208
1, 27969, 376, 349
2, 27970, 188, 3485
2, 27994, 0, 2165
1, 28000, 400, 331
2, 28019, 0, 4189
1, 28031, 417, 304
2, 28044, 19, 0
1, 28062, 424, 303
0, 28064, 955, 0
4, 28064, 0, 892
2, 28069, 33, 3637
0, 28084, 974, 0
4, 28084, 0, 879
1, 28093, 430, 330
2, 28094, 42, 3279
0, 28115, 1043, 0
4, 28115, 0, 883
2, 28119, 0, 2120
1, 28124, 438, 364
2, 28144, 0, 0
0, 28146, 1013, 0
4, 28146, 0, 907
1, 28154, 457, 392
2, 28169, 81, 1949
0, 28177, 1026, 0
4, 28177, 0, 903
1, 28185, 467, 404
2, 28194, 25, 518
0, 28208, 988, 0
4, 28208, 0, 898
1, 28216, 458, 413
2, 28219, 0, 2322
0, 28239, 1029, 0
4, 28239, 0, 894
1, 28247, 462, 404
2, 28247, 0, 3308
0, 28270, 887, 0
4, 28270, 0, 898
2, 28272, 0, 0
1, 28278, 479, 401
2, 28297, 84, 3621
0, 28301, 927, 0
4, 28301, 0, 880
1, 28308, 465, 393
2, 28322, 18, 3971
0, 28332, 908, 0
4, 28332, 0, 870
1, 28339, 455, 376
2, 28347, 0, 3524
0, 28363, 878, 0
4, 28363, 0, 894
1, 28370, 448, 351
