Device Type, Ticks, Data0, Data1
5, 7963, 0, 71
5, 8064, 0, 88
5, 8165, 0, 83
5, 8266, 0, 81
2, 8429, 0, 1797
1, 8434, 71, 60
1, 8457, 72, 64
2, 8457, 0, 2965
2, 8482, 2, 1269
1, 8487, 78, 70
2, 8507, 0, 1446
1, 8518, 80, 67
2, 8532, 19, 2491
1, 8549, 80, 68
2, 8557, 9, 1770
1, 8580, 83, 71
2, 8582, 3, 2333
1, 8611, 85, 69
2, 8611, 0, 2945
2, 8636, 0, 3411
1, 8641, 86, 71
2, 8661, 0, 3128
1, 8672, 85, 75
2, 8686, 130, 4243
1, 8703, 87, 81
2, 8711, 0, 3248
1, 8734, 86, 80
2, 8736, 25, 2353
1, 8765, 86, 77
2, 8765, 197, 0
2, 8790, 228, 4303
1, 8795, 82, 84
2, 8815, 238, 1433
1, 8826, 88, 81
2, 8840, 0, 5184
1, 8857, 78, 84
2, 8865, 0, 4131
1, 8888, 74, 85
2, 8890, 248, 0
1, 8918, 77, 82
2, 8919, 54, 1201
2, 8944, 0, 2969
1, 8949, 74, 89
2, 8969, 0, 4358
1, 8980, 80, 95
2, 8994, 187, 141
1, 9011, 75, 95
2, 9019, 154, 0
1, 9042, 76, 89
2, 9044, 242, 0
1, 9072, 71, 91
2, 9073, 57, 4567
2, 9098, 63, 3232
1, 9103, 64, 88
2, 9123, 0, 3447
1, 9134, 61, 86
2, 9148, 0, 0
1, 9165, 61, 80
2, 9173, 0, 3196
1, 9195, 61, 77
2, 9198, 0, 2614
1, 9226, 71, 71
2, 9226, 0, 1135
2, 9251, 15, 3970
1, 9257, 74, 66
2, 9276, 0, 133
1, 9288, 79, 65
2, 9301, 0, 4172
1, 9319, 72, 68
2, 9326, 0, 110
1, 9349, 71, 67
2, 9351, 0, 1403
1, 9380, 68, 76
2, 9380, 0, 1578
2, 9405, 13, 1772
1, 9411, 71, 77
2, 9430, 0, 2020
1, 9442, 74, 72
2, 9455, 8, 2283
1, 9472, 73, 74
2, 9480, 0, 2813
1, 9503, 76, 72
2, 9505, 0, 2178
0, 9510, 986, 0
4, 9510, 6, 812
0, 9515, 945, 0
4, 9515, 6, 812
1, 9534, 78, 72
2, 9534, 0, 2239
0, 9546, 892, 0
4, 9546, 6, 827
2, 9559, 0, 1921
1, 9565, 81, 71
0, 9577, 904, 0
4, 9577, 5, 819
2, 9584, 0, 2686
1, 9596, 83, 76
0, 9608, 854, 0
4, 9608, 5, 814
2, 9609, 7, 2285
1, 9626, 89, 73
2, 9634, 0, 2421
0, 9639, 865, 0
4, 9639, 5, 818
1, 9657, 88, 80
2, 9659, 34, 898
0, 9670, 836, 0
4, 9670, 5, 818
1, 9688, 93, 81
2, 9688, 0, 1454
0, 9701, 852, 0
4, 9701, 5, 813
2, 9713, 2, 1562
1, 9719, 90, 79
0, 9732, 815, 0
4, 9732, 6, 815
2, 9738, 20, 1272
1, 9750, 93, 83
0, 9763, 808, 0
4, 9763, 6, 817
2, 9763, 10, 2024
1, 9780, 88, 84
2, 9788, 0, 2102
0, 9793, 773, 0
4, 9793, 6, 812
1, 9811, 94, 87
2, 9813, 0, 3015
0, 9824, 749, 0
4, 9824, 7, 817
1, 9842, 97, 91
2, 9842, 0, 2823
0, 9855, 712, 0
4, 9855, 6, 824
2, 9867, 0, 2050
1, 9873, 96, 89
0, 9886, 720, 0
4, 9886, 6, 822
2, 9892, 0, 1868
1, 9904, 99, 91
0, 9917, 658, 0
4, 9917, 5, 817
2, 9918, 0, 1393
1, 9934, 102, 95
2, 9943, 0, 1425
0, 9948, 632, 0
4, 9948, 5, 822
1, 9965, 97, 97
2, 9968, 9, 2032
0, 9979, 625, 0
4, 9979, 5, 821
1, 9996, 99, 101
2, 9996, 21, 2940
0, 10010, 584, 0
4, 10010, 5, 814
2, 10021, 38, 2899
1, 10027, 102, 99
0, 10041, 566, 0
4, 10041, 5, 821
2, 10046, 0, 873
1, 10058, 104, 103
0, 10072, 526, 0
4, 10072, 6, 822
2, 10073, 0, 1612
1, 10089, 102, 102
2, 10098, 3, 2943
0, 10103, 493, 0
4, 10103, 7, 816
1, 10119, 102, 100
2, 10123, 0, 2627
0, 10134, 480, 0
4, 10134, 6, 814
1, 10150, 103, 101
2, 10151, 0, 2577
0, 10165, 444, 0
4, 10165, 6, 809
2, 10175, 0, 1923
1, 10181, 105, 105
0, 10196, 412, 0
4, 10196, 6, 820
2, 10200, 0, 55
1, 10212, 106, 104
0, 10227, 378, 0
4, 10227, 5, 817
2, 10227, 0, 1170
1, 10243, 103, 106
2, 10252, 6, 2359
0, 10258, 350, 0
4, 10258, 4, 819
1, 10273, 102, 109
2, 10277, 19, 2868
0, 10289, 323, 0
4, 10289, 4, 824
1, 10304, 106, 107
2, 10304, 18, 2336
0, 10320, 285, 0
4, 10320, 5, 828
2, 10329, 6, 3504
1, 10335, 102, 105
0, 10351, 258, 0
4, 10351, 5, 829
2, 10354, 0, 2770
1, 10366, 104, 109
2, 10379, 1, 1850
0, 10381, 224, 0
4, 10381, 6, 836
1, 10397, 105, 106
2, 10404, 0, 1811
0, 10412, 193, 0
4, 10412, 6, 838
4, 10413, 6, 838
6, 10728, 0, 0
5, 10730, 0, 0
5, 10831, 0, 9
5, 10932, 0, 19
5, 11033, 0, 39
5, 11134, 0, 64
5, 11235, 0, 85
5, 11336, 0, 96
5, 11437, 0, 90
2, 11600, 6, 2449
1, 11605, 83, 73
2, 11625, 0, 1646
1, 11638, 83, 75
2, 11650, 12, 2617
1, 11669, 86, 76
2, 11675, 0, 2098
1, 11700, 82, 78
2, 11700, 0, 3308
2, 11725, 0, 2277
1, 11731, 82, 80
2, 11750, 0, 1721
1, 11761, 86, 76
2, 11775, 13, 1747
1, 11792, 83, 80
2, 11800, 0, 1717
1, 11823, 84, 84
2, 11825, 3, 2642
1, 11853, 87, 81
2, 11854, 0, 2484
2, 11879, 0, 1468
1, 11884, 85, 85
2, 11904, 9, 1786
1, 11915, 92, 86
2, 11929, 10, 2428
1, 11946, 85, 88
2, 11954, 9, 2538
1, 11976, 87, 90
2, 11979, 0, 2248
1, 12007, 85, 90
2, 12007, 0, 1702
2, 12032, 0, 1828
1, 12038, 89, 91
2, 12057, 0, 1840
1, 12068, 87, 90
2, 12082, 0, 2152
1, 12099, 90, 89
2, 12107, 0, 2861
1, 12130, 92, 87
2, 12132, 0, 2428
1, 12160, 90, 91
2, 12161, 4, 1630
2, 12186, 17, 1686
1, 12191, 88, 90
2, 12211, 22, 1324
1, 12222, 89, 89
2, 12236, 11, 2508
1, 12252, 89, 92
2, 12261, 2, 2202
1, 12283, 86, 95
2, 12286, 0, 2219
1, 12314, 91, 87
2, 12314, 0, 2021
2, 12339, 0, 2104
1, 12345, 90, 88
2, 12364, 0, 1646
1, 12375, 88, 90
2, 12389, 0, 2052
1, 12406, 84, 92
2, 12414, 0, 1268
1, 12437, 86, 90
2, 12439, 0, 2378
1, 12467, 87, 93
2, 12468, 2, 2430
2, 12493, 23, 1928
1, 12498, 87, 93
2, 12518, 24, 1992
1, 12529, 88, 91
2, 12543, 1, 2260
1, 12560, 86, 93
2, 12568, 0, 1861
1, 12590, 90, 88
2, 12593, 0, 2077
1, 12621, 89, 91
2, 12621, 0, 1801
2, 12646, 0, 2130
1, 12652, 91, 88
2, 12671, 0, 1438
1, 12682, 93, 91
0, 12685, 623, 0
4, 12685, 0, 798
2, 12696, 0, 1860
0, 12701, 601, 0
4, 12701, 0, 807
1, 12713, 94, 90
2, 12721, 0, 3372
0, 12732, 582, 0
4, 12732, 0, 814
1, 12744, 90, 93
2, 12746, 28, 3304
0, 12763, 538, 0
4, 12763, 0, 829
1, 12775, 96, 94
2, 12775, 3, 2790
0, 12794, 514, 0
4, 12794, 0, 817
2, 12800, 10, 2505
1, 12805, 89, 95
0, 12825, 487, 0
4, 12825, 0, 815
2, 12826, 0, 2421
1, 12836, 93, 94
2, 12850, 14, 101
0, 12856, 451, 0
4, 12856, 0, 831
1, 12867, 91, 96
2, 12875, 0, 1476
0, 12887, 423, 0
4, 12887, 0, 844
1, 12897, 92, 95
2, 12900, 0, 1658
0, 12918, 396, 0
4, 12918, 0, 830
1, 12928, 92, 94
2, 12928, 0, 2716
0, 12949, 361, 0
4, 12949, 0, 826
2, 12953, 0, 2026
1, 12959, 91, 94
0, 12980, 328, 0
4, 12980, 0, 825
2, 12980, 6, 1397
1, 12990, 93, 91
2, 13005, 15, 1661
0, 13011, 293, 0
4, 13011, 0, 828
1, 13020, 89, 97
2, 13030, 4, 989
0, 13042, 270, 0
4, 13042, 0, 827
1, 13051, 91, 95
2, 13055, 16, 2104
0, 13072, 232, 0
4, 13072, 0, 818
1, 13082, 93, 92
2, 13082, 6, 1557
0, 13103, 206, 0
4, 13103, 0, 818
2, 13107, 0, 2035
1, 13113, 92, 95
2, 13132, 0, 2137
0, 13134, 171, 0
4, 13134, 0, 822
4, 13135, 0, 822
6, 13481, 0, 0
5, 13482, 0, 0
5, 13583, 0, 6
5, 13684, 0, 24
5, 13785, 0, 50
5, 13886, 0, 76
5, 13987, 0, 97
5, 14088, 0, 90
5, 14189, 0, 92
2, 14352, 2, 2171
1, 14357, 91, 76
1, 14372, 93, 79
2, 14377, 2, 2329
1, 14403, 92, 77
2, 14403, 1, 2336
2, 14428, 0, 2371
1, 14433, 96, 81
2, 14453, 0, 2055
1, 14464, 98, 85
2, 14478, 0, 1921
1, 14495, 98, 84
2, 14503, 0, 2394
1, 14525, 105, 86
2, 14528, 37, 2178
1, 14556, 102, 91
2, 14556, 0, 1500
2, 14581, 0, 2242
1, 14587, 104, 98
2, 14606, 0, 2315
1, 14617, 103, 97
2, 14631, 0, 1821
1, 14648, 102, 98
2, 14656, 15, 2262
1, 14679, 106, 103
2, 14681, 0, 1975
1, 14710, 108, 105
2, 14710, 0, 2217
2, 14735, 0, 1846
1, 14740, 112, 102
2, 14760, 12, 2275
1, 14771, 114, 105
2, 14785, 6, 1703
1, 14802, 113, 105
2, 14810, 0, 2314
1, 14833, 119, 110
2, 14835, 11, 2309
1, 14863, 119, 111
2, 14864, 3, 2323
2, 14889, 0, 3761
1, 14894, 119, 113
2, 14914, 0, 3255
1, 14925, 116, 117
2, 14939, 0, 2470
1, 14956, 117, 113
2, 14964, 0, 3287
1, 14986, 114, 115
2, 14989, 0, 1765
1, 15017, 113, 120
2, 15017, 39, 4882
2, 15042, 75, 4090
1, 15048, 110, 115
2, 15067, 192, 2115
1, 15079, 113, 115
2, 15092, 255, 908
1, 15109, 115, 115
2, 15117, 303, 2649
0, 15133, 370, 0
4, 15133, 0, 793
4, 15133, 0, 793
2, 15169, 23, 2085
1, 15174, 114, 114
0, 15176, 654, 0
4, 15176, 0, 787
2, 15194, 24, 2255
1, 15202, 113, 111
0, 15206, 748, 0
4, 15206, 1, 789
2, 15219, 0, 2253
1, 15232, 111, 119
0, 15237, 748, 0
4, 15237, 2, 786
2, 15244, 0, 1603
1, 15263, 108, 114
0, 15268, 712, 0
4, 15268, 1, 792
2, 15269, 0, 1943
1, 15294, 108, 116
2, 15294, 0, 2023
0, 15299, 702, 0
4, 15299, 1, 789
2, 15319, 8, 1978
1, 15325, 107, 114
0, 15330, 692, 0
4, 15330, 1, 794
2, 15344, 1, 1725
1, 15355, 108, 113
0, 15361, 674, 0
4, 15361, 1, 784
2, 15369, 9, 749
1, 15386, 106, 117
0, 15392, 671, 0
4, 15392, 1, 800
2, 15394, 0, 2482
1, 15417, 105, 114
2, 15419, 0, 2999
0, 15423, 647, 0
4, 15423, 1, 818
1, 15448, 108, 113
2, 15448, 0, 0
0, 15454, 613, 0
4, 15454, 1, 821
2, 15473, 12, 2869
1, 15478, 109, 108
0, 15485, 638, 0
4, 15485, 0, 759
2, 15498, 33, 3867
1, 15509, 100, 100
0, 15516, 651, 0
4, 15516, 0, 718
2, 15523, 43, 3884
1, 15540, 92, 96
0, 15547, 660, 0
4, 15547, 0, 717
2, 15548, 43, 3977
1, 15571, 90, 95
2, 15573, 1, 434
0, 15578, 679, 0
4, 15578, 2, 756
1, 15601, 79, 84
2, 15602, 0, 4895
0, 15608, 575, 0
4, 15608, 3, 796
2, 15627, 94, 2345
1, 15632, 75, 78
0, 15639, 608, 0
4, 15639, 1, 796
2, 15652, 39, 4102
1, 15663, 73, 75
0, 15670, 652, 0
4, 15670, 1, 800
2, 15677, 0, 2788
1, 15694, 74, 71
0, 15701, 634, 0
4, 15701, 2, 819
2, 15702, 0, 1555
1, 15724, 78, 71
2, 15727, 0, 1336
0, 15732, 618, 0
4, 15732, 2, 814
1, 15755, 76, 84
2, 15756, 109, 3652
0, 15763, 635, 0
4, 15763, 2, 783
2, 15780, 12, 4752
1, 15786, 76, 85
0, 15794, 652, 0
4, 15794, 3, 787
2, 15805, 22, 1434
1, 15817, 79, 90
0, 15825, 633, 0
4, 15825, 4, 812
2, 15830, 0, 3905
1, 15848, 83, 88
0, 15856, 611, 0
4, 15856, 5, 828
2, 15857, 63, 4354
1, 15878, 87, 88
2, 15881, 64, 3767
0, 15887, 633, 0
4, 15887, 2, 816
1, 15909, 89, 89
2, 15909, 0, 0
0, 15918, 648, 0
4, 15918, 4, 804
2, 15934, 113, 12
1, 15940, 88, 88
0, 15949, 650, 0
4, 15949, 5, 789
2, 15959, 111, 3096
1, 15971, 88, 90
0, 15980, 681, 0
4, 15980, 6, 774
2, 15984, 46, 2777
1, 16001, 87, 90
2, 16009, 120, 2722
0, 16011, 748, 0
4, 16011, 11, 773
1, 16032, 85, 91
2, 16034, 77, 3024
0, 16042, 860, 0
4, 16042, 13, 768
1, 16063, 88, 89
2, 16063, 66, 3039
0, 16073, 8191, 0
4, 16073, 15, 765
2, 16088, 63, 0
1, 16094, 86, 90
0, 16104, 8190, 0
4, 16104, 17, 751
2, 16113, 100, 2658
1, 16124, 88, 88
0, 16134, 8191, 0
4, 16134, 19, 729
2, 16138, 65, 2218
1, 16155, 89, 86
2, 16163, 20, 3037
0, 16165, 8191, 0
4, 16165, 23, 712
1, 16186, 91, 90
2, 16188, 0, 3211
0, 16196, 8191, 0
4, 16196, 24, 721
1, 16217, 93, 89
2, 16217, 0, 0
0, 16227, 858, 0
4, 16227, 24, 771
2, 16242, 0, 2435
1, 16248, 93, 91
0, 16258, 8190, 0
4, 16258, 18, 779
2, 16267, 0, 2543
1, 16278, 96, 94
0, 16289, 563, 0
4, 16289, 10, 797
2, 16292, 0, 3547
1, 16309, 94, 95
2, 16317, 0, 1420
0, 16320, 511, 0
4, 16320, 4, 796
1, 16340, 93, 96
2, 16342, 0, 3156
0, 16351, 510, 0
4, 16351, 2, 808
1, 16371, 93, 93
2, 16371, 0, 3361
0, 16382, 474, 0
4, 16382, 0, 798
4, 16383, 0, 798
6, 16697, 0, 0
5, 16698, 0, 0
5, 16799, 0, 8
5, 16900, 0, 25
5, 17001, 0, 51
5, 17102, 0, 77
5, 17203, 0, 93
5, 17304, 0, 82
5, 17405, 0, 88
2, 17568, 0, 1917
1, 17573, 380, 315
2, 17593, 4, 1694
1, 17599, 381, 304
2, 17618, 7, 1970
1, 17629, 388, 303
2, 17643, 1, 2090
1, 17660, 385, 309
2, 17668, 0, 2249
1, 17691, 396, 325
2, 17693, 0, 2660
1, 17722, 390, 361
2, 17722, 0, 3459
2, 17747, 0, 3460
1, 17753, 399, 368
2, 17772, 0, 1320
1, 17784, 394, 375
2, 17797, 0, 0
1, 17814, 390, 382
2, 17822, 142, 1202
1, 17845, 384, 384
2, 17847, 71, 2574
1, 17876, 379, 381
2, 17876, 110, 209
2, 17901, 211, 4188
1, 17907, 376, 358
2, 17926, 216, 3712
1, 17938, 377, 329
2, 17951, 0, 3126
1, 17969, 383, 317
2, 17976, 0, 3500
1, 17999, 374, 301
2, 18001, 0, 0
1, 18030, 375, 306
2, 18030, 0, 272
2, 18055, 0, 1888
1, 18061, 373, 325
2, 18080, 62, 1996
1, 18092, 369, 357
2, 18105, 74, 0
1, 18123, 369, 371
2, 18130, 65, 4427
1, 18153, 372, 390
2, 18155, 169, 5328
1, 18184, 371, 377
2, 18185, 50, 2789
2, 18209, 0, 4489
1, 18215, 368, 371
2, 18234, 173, 4000
1, 18246, 363, 330
2, 18259, 0, 2247
1, 18277, 364, 315
2, 18284, 0, 0
1, 18307, 375, 306
2, 18309, 10, 0
1, 18338, 377, 300
2, 18339, 0, 245
0, 18349, 8191, 0
4, 18349, 6, 795
0, 18362, 8190, 0
4, 18362, 6, 792
2, 18363, 0, 3696
1, 18369, 372, 311
2, 18388, 0, 1934
0, 18393, 1091, 0
4, 18393, 4, 787
1, 18400, 356, 332
2, 18413, 0, 4351
0, 18424, 1120, 0
4, 18424, 2, 783
1, 18431, 355, 343
2, 18438, 0, 0
0, 18455, 894, 0
4, 18455, 0, 798
1, 18462, 353, 349
2, 18463, 101, 3273
0, 18486, 978, 0
4, 18486, 0, 798
1, 18492, 350, 350
2, 18493, 0, 2239
0, 18517, 944, 0
4, 18517, 0, 793
2, 18518, 7, 3024
1, 18523, 341, 343
2, 18542, 0, 1589
0, 18548, 944, 0
4, 18548, 0, 795
1, 18554, 350, 336
2, 18567, 23, 1571
0, 18579, 946, 0
4, 18579, 0, 795
1, 18585, 346, 331
2, 18592, 12, 2156
0, 18610, 906, 0
4, 18610, 0, 790
1, 18616, 342, 313
2, 18617, 17, 2160
0, 18641, 919, 0
4, 18641, 0, 800
1, 18646, 342, 290
2, 18647, 3, 2553
0, 18672, 904, 0
4, 18672, 0, 809
2, 18672, 10, 2227
1, 18677, 355, 296
2, 18697, 0, 2139
0, 18703, 937, 0
4, 18703, 0, 820
1, 18708, 348, 298
2, 18722, 0, 2108
0, 18734, 865, 0
4, 18734, 0, 836
1, 18739, 358, 320
2, 18747, 0, 3626
0, 18765, 791, 0
4, 18765, 0, 871
1, 18770, 355, 334
2, 18772, 0, 3701
0, 18796, 8190, 0
4, 18796, 0, 909
1, 18801, 349, 339
2, 18801, 0, 3474
0, 18827, 186, 0
4, 18827, 0, 947
2, 18827, 0, 2600
1, 18832, 360, 349
2, 18852, 74, 2009
0, 18858, 160, 0
4, 18858, 0, 964
1, 18863, 356, 348
2, 18877, 136, 2326
0, 18889, 188, 0
4, 18889, 0, 991
1, 18894, 356, 336
2, 18902, 220, 2489
0, 18919, 419, 0
4, 18919, 0, 1014
1, 18925, 372, 320
2, 18927, 304, 2294
0, 18950, 689, 0
4, 18950, 0, 1028
1, 18956, 375, 291
2, 18956, 0, 1937
0, 18981, 692, 0
4, 18981, 0, 1028
2, 18982, 0, 1552
1, 18987, 382, 294
2, 19007, 0, 1380
0, 19012, 681, 0
4, 19012, 0, 1021
1, 19018, 381, 306
2, 19032, 92, 5301
0, 19043, 629, 0
4, 19043, 0, 1005
1, 19049, 389, 352
2, 19057, 59, 4177
0, 19074, 637, 0
4, 19074, 0, 983
1, 19079, 399, 368
2, 19082, 156, 810
0, 19105, 637, 0
4, 19105, 0, 936
1, 19110, 392, 381
2, 19111, 137, 3144
0, 19120, 8190, 0
4, 19120, 3, 915
1, 19139, 399, 369
2, 19140, 65, 2776
0, 19151, 8191, 0
4, 19151, 7, 885
2, 19165, 0, 2792
1, 19170, 397, 365
0, 19182, 8191, 0
4, 19182, 10, 857
2, 19190, 0, 2532
0, 19197, 8190, 0
4, 19197, 10, 853
1, 19202, 404, 344
2, 19215, 0, 2371
0, 19228, 8191, 0
4, 19228, 9, 829
1, 19233, 404, 331
2, 19240, 0, 3623
0, 19259, 563, 0
4, 19259, 8, 818
1, 19264, 405, 316
2, 19265, 0, 0
0, 19289, 521, 0
4, 19289, 6, 823
2, 19290, 0, 894
1, 19295, 419, 313
2, 19315, 0, 4528
0, 19320, 494, 0
4, 19320, 2, 815
1, 19326, 410, 291
2, 19340, 0, 0
0, 19351, 467, 0
4, 19351, 0, 812
4, 19352, 0, 812
6, 19661, 0, 0
5, 19662, 0, 0
5, 19763, 0, 9
5, 19864, 0, 32
5, 19965, 0, 60
5, 20066, 0, 89
5, 20167, 0, 99
5, 20268, 0, 91
5, 20369, 0, 88
2, 20532, 2, 2134
1, 20537, 395, 337
1, 20557, 394, 330
2, 20558, 0, 1671
2, 20582, 11, 2347
1, 20588, 391, 331
2, 20607, 4, 1997
1, 20619, 395, 313
2, 20632, 0, 1282
1, 20650, 396, 298
2, 20657, 0, 2679
1, 20681, 399, 296
2, 20682, 0, 3483
2, 20707, 0, 3499
1, 20712, 391, 312
2, 20732, 0, 3624
1, 20742, 407, 329
2, 20757, 0, 0
1, 20773, 399, 342
2, 20782, 0, 41
1, 20804, 393, 367
2, 20807, 60, 2240
1, 20835, 392, 391
2, 20835, 105, 2527
2, 20860, 187, 2868
1, 20866, 385, 392
2, 20885, 292, 1841
1, 20896, 386, 380
2, 20910, 373, 2146
1, 20927, 397, 332
2, 20935, 38, 3267
1, 20958, 409, 305
2, 20960, 14, 3344
1, 20989, 409, 286
2, 20989, 0, 2432
0, 21013, 958, 0
4, 21013, 5, 1034
2, 21014, 4, 1965
1, 21020, 402, 303
0, 21023, 916, 0
4, 21023, 5, 1031
2, 21039, 0, 2157
1, 21051, 421, 324
0, 21054, 889, 0
4, 21054, 5, 1035
2, 21064, 0, 1489
1, 21081, 413, 362
0, 21085, 859, 0
4, 21085, 5, 1032
2, 21089, 0, 1968
1, 21112, 419, 362
2, 21114, 0, 2415
0, 21116, 836, 0
4, 21116, 4, 1032
1, 21143, 416, 371
2, 21143, 0, 2454
0, 21147, 785, 0
4, 21147, 3, 1032
2, 21168, 0, 646
1, 21174, 411, 376
0, 21178, 772, 0
4, 21178, 3, 1036
2, 21193, 55, 2238
1, 21205, 409, 380
0, 21209, 753, 0
4, 21209, 2, 1032
2, 21218, 56, 2591
1, 21235, 419, 364
0, 21240, 753, 0
4, 21240, 3, 1038
2, 21243, 49, 2401
1, 21266, 418, 332
2, 21268, 48, 2148
0, 21271, 769, 0
4, 21271, 6, 1029
1, 21297, 435, 296
2, 21297, 48, 2468
0, 21302, 730, 0
4, 21302, 7, 1027
2, 21322, 22, 2386
1, 21328, 435, 293
0, 21333, 704, 0
4, 21333, 8, 1027
2, 21347, 0, 2830
1, 21359, 431, 333
0, 21364, 698, 0
4, 21364, 9, 1023
2, 21372, 0, 2544
1, 21390, 428, 359
0, 21395, 661, 0
4, 21395, 9, 1037
2, 21397, 0, 2435
1, 21420, 438, 379
2, 21422, 0, 1750
0, 21426, 638, 0
4, 21426, 8, 1024
1, 21451, 426, 405
2, 21452, 0, 1610
0, 21457, 631, 0
4, 21457, 7, 1027
2, 21477, 132, 0
1, 21482, 434, 403
0, 21488, 609, 0
4, 21488, 6, 1009
2, 21502, 247, 4027
1, 21513, 431, 412
0, 21519, 552, 0
4, 21519, 7, 948
2, 21527, 242, 3791
0, 21534, 8190, 0
4, 21534, 12, 916
1, 21544, 426, 382
2, 21552, 150, 3099
0, 21565, 8190, 0
4, 21565, 18, 858
1, 21575, 423, 339
2, 21577, 50, 3020
0, 21596, 8190, 0
4, 21596, 23, 833
1, 21606, 421, 336
2, 21606, 0, 3154
0, 21626, 8191, 0
4, 21626, 25, 840
2, 21631, 0, 3167
1, 21636, 414, 312
0, 21641, 8190, 0
4, 21641, 25, 856
0, 21656, 8190, 0
4, 21656, 25, 872
2, 21657, 0, 0
1, 21667, 426, 293
2, 21682, 0, 1734
0, 21687, 8190, 0
4, 21687, 21, 867
1, 21698, 420, 304
2, 21707, 0, 2530
0, 21718, 8191, 0
4, 21718, 20, 834
1, 21729, 439, 337
0, 21733, 8190, 0
4, 21733, 20, 819
2, 21734, 0, 1386
1, 21760, 445, 344
2, 21760, 0, 3420
0, 21764, 8190, 0
4, 21764, 19, 818
2, 21785, 0, 564
1, 21791, 454, 388
0, 21795, 493, 0
4, 21795, 17, 814
2, 21810, 0, 3708
1, 21821, 446, 402
0, 21826, 497, 0
4, 21826, 15, 816
2, 21835, 0, 4067
1, 21852, 433, 394
0, 21857, 482, 0
4, 21857, 13, 824
2, 21860, 1, 4148
1, 21883, 440, 406
2, 21885, 0, 1762
0, 21888, 483, 0
4, 21888, 7, 831
1, 21914, 438, 404
2, 21914, 0, 1487
0, 21919, 473, 0
4, 21919, 5, 826
2, 21939, 0, 2167
1, 21945, 429, 409
0, 21950, 458, 0
4, 21950, 3, 823
4, 21950, 3, 823
6, 22865, 0, 0
5, 22866, 0, 0
5, 22967, 0, 6
5, 23068, 0, 18
5, 23169, 0, 39
5, 23270, 0, 63
5, 23371, 0, 86
5, 23472, 0, 92
5, 23573, 0, 89
2, 23736, 5, 1395
1, 23741, 334, 292
1, 23763, 328, 283
2, 23763, 7, 2213
2, 23788, 0, 1917
1, 23793, 325, 283
2, 23813, 1, 2285
1, 23824, 328, 308
2, 23838, 7, 2215
1, 23855, 331, 312
2, 23863, 0, 2489
